user,item,time
14,471,1225308771
14,2105,1225308809
14,1042,1225308819
14,1947,1225308833
14,1269,1225308877
14,2394,1225308907
14,3114,1225308990
14,2716,1225308996
14,1291,1225309001
14,17,1225309027
14,3751,1225309045
14,3471,1225309048
14,2193,1225309072
14,1682,1225309083
14,1204,1225309101
14,1148,1225309104
14,8376,1225309153
14,27706,1225309158
14,5620,1225309177
14,3397,1225309200
14,3396,1225309203
14,2966,1225309222
14,2414,1225309235
14,1010,1225309283
14,954,1225309290
14,951,1225309294
14,45431,1225309345
14,7161,1225309374
14,6753,1225309380
14,6550,1225309386
14,3723,1225309436
14,26084,1225309696
14,7075,1225309720
14,5667,1225309752
14,5299,1225309761
14,2294,1225309854
14,2094,1225309858
14,2078,1225309886
14,2012,1225309893
14,1262,1225309918
14,1207,1225309931
14,927,1225309940
14,277,1225309974
14,50872,1225310007
14,8984,1225310044
14,8970,1225310046
14,6936,1225310080
14,4499,1225310154
14,3512,1225310197
14,2687,1225310245
14,2125,1225310313
14,2087,1225310319
14,1013,1225310377
14,44022,1225310443
14,8965,1225310484
14,8695,1225310493
14,8633,1225310496
14,7263,1225310522
14,5747,1225310572
14,4366,1225310657
14,6424,1225310675
14,52287,1225310704
14,595,1225310745
14,40339,1225310793
14,5957,1225310819
14,51471,1225310898
14,44709,1225310922
14,150,1225310931
14,1610,1225310936
14,4995,1225310941
14,5380,1225310946
14,5218,1225310960
14,8360,1225310965
14,26133,1225311019
14,745,1225311032
14,25752,1225311048
14,60069,1225311071
14,497,1225311094
14,2501,1225311208
14,37739,1225311219
14,1,1225311239
14,6776,1225311248
14,529,1225311256
14,2324,1225311280
14,1270,1225311286
14,457,1225311292
14,4306,1225311315
14,534,1225311332
14,41566,1225311352
14,1243,1225311360
14,1957,1225311368
14,1246,1225311371
14,6358,1225311380
14,3916,1225311384
14,728,1225311400
14,356,1225311411
14,2083,1225311420
14,1177,1225311445
14,1197,1225311518
14,260,1225311540
14,1196,1225311548
14,46976,1225311587
14,50160,1225311620
14,3360,1225311672
14,838,1225311724
14,36525,1225311849
14,5267,1225311858
14,6533,1225311863
14,45517,1225311873
14,26294,1225311909
14,48982,1225311925
14,314,1225311961
14,6297,1225311988
14,2150,1225313489
14,898,1225313864
14,8039,1225313922
14,3088,1225313948
14,3097,1225313966
14,5470,1225314064
14,899,1225314094
14,911,1225314137
14,8574,1225314141
14,1136,1225314172
14,38038,1225314258
14,56915,1225314270
14,955,1225314294
14,953,1225314327
14,1023,1225314376
14,7395,1225314389
14,6377,1225314397
14,8580,1225314414
14,2761,1225314416
14,4886,1225314431
14,31658,1225314489
14,40629,1225314619
14,1022,1225314883
14,4921,1225314905
14,6662,1225314921
14,3548,1225314958
14,1689,1225315030
14,4027,1225315962
14,60487,1225316148
14,5066,1225316254
14,6979,1225316325
14,8529,1225316387
14,2797,1225316404
14,4022,1225316538
14,5303,1225316547
14,45668,1225316643
14,339,1225316659
14,2059,1225316726
14,364,1225316769
14,3675,1225317113
14,5629,1225317185
14,2010,1225317394
14,480,1225319827
14,1210,1225319848
14,1097,1225319907
14,1580,1225319912
14,1265,1225319938
14,3809,1225320022
14,62,1225320095
14,924,1225320113
14,440,1225320131
14,2355,1225320159
14,2115,1225320177
14,594,1225320185
14,368,1225320198
14,7,1225320254
14,552,1225320328
14,3175,1225320332
14,4896,1225320347
14,2804,1225320375
14,1282,1225320379
14,252,1225320408
14,2161,1225320490
14,1271,1225320523
14,468,1225320550
18,1952,1195573195
18,1283,1195573248
18,3507,1195573347
18,4280,1195573368
18,51084,1195573567
18,593,1195573661
18,318,1195573672
18,356,1195573680
18,527,1195573707
18,588,1195573712
18,608,1195573716
18,2858,1195573728
18,42197,1195573783
18,52375,1195573825
18,44555,1195573861
18,6016,1195573866
18,4973,1195573873
18,31410,1195573876
18,43376,1195573879
18,8645,1195573898
18,27803,1195573901
18,7767,1195573904
18,44204,1195573925
18,7323,1195573939
18,44694,1195573942
18,5878,1195573950
18,5225,1195573954
18,5608,1195573993
18,6291,1195573999
18,5477,1195574043
18,41527,1195574053
18,5613,1195574142
18,30749,1196423058
18,55052,1196423210
18,1305,1196423234
18,1211,1196423259
18,1209,1196423372
18,7034,1196423419
18,7361,1196423436
18,4967,1196423446
18,1252,1196423490
18,3083,1196423511
18,1247,1196423551
18,7234,1196423559
18,1201,1196423585
18,1206,1196423622
18,45950,1196423629
18,56788,1204200841
18,55820,1206550220
18,6197,1211218352
18,3426,1234208115
18,61075,1234303868
18,2289,1234304051
18,59118,1234304461
18,7456,1236292440
18,1641,1236292683
18,6942,1236293050
18,57792,1236293178
18,1230,1236293194
18,3812,1236293215
18,3967,1236293267
18,2997,1236293533
18,6711,1236293555
18,1221,1236356224
18,858,1236356241
18,2762,1236356454
18,64701,1237115721
18,51174,1239827838
18,59018,1243463620
18,4428,1262461295
18,69122,1262461322
18,1784,1262461363
18,8254,1263940777
18,63062,1264288772
18,186,1267347706
18,60482,1267347729
18,71033,1283426140
25,261,1277961618
25,22,1277961630
25,2161,1277961642
25,3255,1277961646
25,372,1277961712
25,1093,1277961784
25,428,1277961902
25,175,1277961915
25,2141,1277961929
25,4979,1277962279
25,60293,1277962326
25,39,1277962345
25,54503,1277962380
25,3686,1277962413
25,8910,1277962425
25,5225,1277962453
25,1126,1277962464
25,1721,1277962535
25,296,1277962554
25,1704,1277962645
25,3949,1277962748
25,356,1277962776
25,63082,1277962801
25,778,1277962804
25,593,1277963317
25,480,1277963321
25,318,1277963325
25,110,1277963349
25,592,1277963366
25,589,1277963369
25,590,1277963382
25,527,1277963390
25,32,1277963396
25,2571,1277963409
25,50,1277963417
25,2858,1277963420
25,344,1277963435
25,1198,1277963439
25,858,1277963460
25,364,1277963473
25,2028,1277963478
25,500,1277963486
25,1097,1277963513
25,2959,1277963517
25,1240,1277963524
25,4993,1277963529
25,1197,1277963534
25,587,1277963538
25,1265,1277963551
25,1136,1277963574
25,3578,1277963579
25,4306,1277963584
25,1291,1277963589
25,1193,1277963593
25,5952,1277963604
25,253,1277963607
25,2716,1277963619
25,586,1277963635
25,141,1277963657
25,21,1277963666
25,1961,1277963670
25,2683,1277963691
25,288,1277963726
25,3996,1277963735
25,111,1277963741
25,1089,1277963750
25,223,1277963771
25,2706,1277963773
25,919,1277963780
25,1517,1277963785
25,2987,1277963802
25,1307,1277963809
25,1968,1277963833
25,1387,1277963842
25,1258,1277963849
25,2918,1277963851
25,1101,1277963864
25,2174,1277963884
25,1080,1277963894
25,2115,1277963902
25,2797,1277963914
25,1079,1277963918
25,1246,1277963928
25,6377,1277963933
25,2502,1277963950
25,3147,1277963969
25,337,1277963984
25,1732,1277963987
25,4027,1277963998
25,2692,1277964446
25,52319,1277964502
31,260,1424733433
31,1196,1424733435
31,1210,1424733439
31,7153,1424733458
31,4993,1424733460
31,5952,1424733464
31,1270,1424733467
31,58559,1424733470
31,110,1424733473
31,76093,1424733475
31,59315,1424733489
31,8961,1424733513
31,87232,1424733526
31,4306,1424733535
31,89745,1424733537
31,8368,1424733540
31,44191,1424733543
31,6539,1424733556
31,112852,1424733564
31,91500,1424733615
31,68319,1424733621
31,98809,1424733634
31,79091,1424733638
31,86332,1424733640
31,73321,1424733663
31,82461,1424733668
31,81564,1424733672
31,79695,1424733680
31,78469,1424733691
31,86880,1424733698
31,84944,1424733707
31,78105,1424733714
31,3671,1424733819
31,5378,1424733841
31,5816,1424733847
31,33493,1424733855
31,5218,1424733862
31,51662,1424733873
31,45722,1424733882
31,3300,1424733940
31,41566,1424733944
31,47610,1424733961
31,45499,1424733963
31,73017,1424733979
31,4016,1424733990
31,7373,1424733998
31,53125,1424734001
31,59369,1424734019
31,5254,1424734022
31,4343,1424734030
31,91529,1424734042
31,5444,1424734046
31,54259,1424734058
31,6754,1424734066
31,77561,1424734070
31,88125,1424734075
31,4232,1424734082
31,81834,1424734085
31,34150,1424734087
31,33615,1424734118
31,60074,1424734132
31,5574,1424734138
31,5785,1424734146
31,5463,1424734156
31,5110,1424734169
31,4366,1424734190
31,44022,1424734204
31,5267,1424734238
31,6297,1424734240
31,57640,1424734246
31,3793,1424734262
31,4886,1424734267
31,6333,1424734289
31,50872,1424734336
31,70286,1424734365
31,4638,1424734380
31,5903,1424734383
31,54001,1424734397
31,53996,1424734408
31,60684,1424734420
31,4896,1424734542
31,6365,1424734544
31,60069,1424734564
31,6934,1424734567
31,40815,1424734582
31,72998,1424734588
31,3916,1424734610
31,8972,1424734698
31,54997,1424734701
31,59784,1424734706
31,69844,1424734748
31,4700,1424734878
31,46972,1424734887
31,6156,1424734893
31,88744,1424734934
31,4386,1424734942
31,118696,1424735060
31,6218,1424735193
31,38038,1424735276
31,45517,1424735281
31,8371,1424735483
31,8985,1424735605
31,45431,1424735620
31,3483,1424735625
31,47200,1424735645
31,42738,1424735647
31,8907,1424735660
31,56171,1424735674
31,102125,1424735676
31,32031,1424735680
31,106487,1424735684
31,51077,1424735733
31,49274,1424735735
31,7324,1424735740
31,59501,1424735743
31,106489,1424735752
31,36519,1424735772
31,57528,1424735889
31,5504,1424735935
31,49649,1424735942
31,48322,1424736004
31,4990,1424736006
31,40339,1424736050
31,6889,1424736100
31,5804,1424736104
31,76175,1424736113
31,34332,1424736130
31,8808,1424736148
31,50798,1424736156
31,87222,1424736174
31,65682,1424736182
31,61160,1424736224
31,83613,1424736264
31,52287,1424736280
31,87430,1424736285
31,68205,1424736289
31,85510,1424736300
31,5389,1424736305
31,6566,1424736312
31,2571,1424736532
31,33794,1424736588
31,3751,1424736599
31,6385,1424736815
31,82459,1424736826
31,37386,1424736946
31,53121,1424736949
31,88140,1424736953
31,6753,1424736978
31,69526,1424737009
31,53464,1424737019
31,58025,1424737033
31,56775,1424737049
31,7317,1424737057
31,5621,1424737127
35,6934,1164498035
35,2501,1164498082
35,1223,1164498152
35,1019,1164498198
35,3396,1164498323
35,107,1164498329
35,60,1164498353
35,2688,1164498403
35,2300,1164498408
35,2231,1164498509
35,5902,1164498784
35,858,1164498853
35,1221,1164498858
35,2023,1164498860
35,6874,1164498896
35,7438,1164498898
35,27773,1164498908
35,3556,1164499084
35,7323,1164499091
35,3949,1164499096
35,40819,1164499101
35,296,1164499167
35,356,1164499168
35,593,1164499171
35,318,1164499180
35,592,1164499186
35,110,1164499196
35,527,1164499210
35,50,1164499229
35,595,1164499246
35,47,1164499265
35,1270,1164499273
35,2858,1164499276
35,2571,1164499279
35,2028,1164499289
35,500,1164499298
35,1097,1164499313
35,1580,1164499329
35,1721,1164499333
35,253,1164499338
35,208,1164499347
35,1617,1164499351
35,1265,1164499355
35,2396,1164499385
35,3578,1164499390
35,6003,1164499428
35,4954,1164499569
35,2997,1164499620
35,7361,1164499663
35,6016,1164499687
35,35836,1164499703
35,4226,1164499762
35,2692,1164499776
35,4973,1164499795
35,4011,1164499843
35,2360,1164499859
35,2542,1164500003
35,44665,1164500018
35,2329,1164500043
35,293,1164500071
35,5608,1164500230
35,778,1164500234
35,1089,1164500238
35,30820,1164500578
35,111,1164501164
35,41863,1164501419
35,55995,1206557873
35,55069,1206558095
35,55820,1206558125
35,55269,1206558131
35,55247,1206558151
35,54997,1206558158
35,44555,1206558430
35,27005,1206558457
35,4235,1206558473
35,1222,1206558485
35,56367,1206558489
35,55442,1206558505
35,56782,1206558512
35,5782,1206558521
35,52328,1206559151
35,54190,1206559154
35,54771,1206559217
35,56174,1206559816
35,6773,1206723248
35,48082,1206723274
35,8983,1206723314
35,54286,1206724213
35,32587,1206724217
35,7090,1206724257
35,27592,1206724265
35,38061,1206724270
35,52281,1206724290
35,4993,1206724294
35,7153,1206724299
35,49272,1206724308
35,36529,1206724335
35,54995,1206724358
35,5418,1206724366
35,31878,1206724376
35,8798,1206724388
35,6539,1206724408
35,27660,1206724433
35,51662,1206724446
35,53519,1206724482
35,7143,1206724493
35,8665,1206724498
35,6333,1206724503
35,53972,1206724513
35,5445,1206724521
35,6618,1206724587
35,7235,1206724601
35,8636,1206724648
35,54736,1206724673
35,5349,1206724751
35,3793,1206724758
35,41569,1206724762
35,49651,1206724765
35,8968,1206724773
35,5254,1206724800
35,8985,1206724802
35,41566,1206724830
35,31696,1206724888
35,7373,1206725075
35,39435,1206725117
35,6365,1206725139
35,47044,1206725144
35,8972,1206725159
35,56775,1206725160
35,46972,1206725172
35,8984,1206725184
35,53125,1206725192
35,45722,1206725195
35,5219,1206725202
35,55232,1206725204
35,6595,1206725230
35,31658,1206725380
35,49530,1206725384
35,8961,1206725403
35,6377,1206725421
35,30810,1206725433
35,27801,1206725444
35,40815,1206725450
35,50005,1206725458
35,33903,1206725537
35,40870,1206725604
35,46578,1206725605
35,5225,1206725622
35,55280,1206725632
35,34437,1206725732
35,4979,1206725744
35,4886,1206725823
35,4381,1206725955
35,5577,1206726298
35,52975,1206726304
35,6942,1206726309
35,36537,1206726408
35,37729,1206726419
35,54272,1206726443
35,4014,1206726455
35,3535,1206726465
35,53322,1206726526
35,6218,1206726535
35,8360,1206726543
35,30793,1206726561
35,5991,1206726566
35,6863,1206726569
35,33004,1206726572
35,8376,1206726575
35,56587,1206726592
35,27797,1206726617
35,5014,1206726627
43,261,1231445317
43,3082,1231445359
43,1962,1231445370
43,2881,1231445381
43,531,1231445386
43,2359,1231445396
43,830,1231445402
43,1680,1231445438
43,5013,1231445463
43,2572,1231445613
43,5380,1231445881
43,838,1231445887
43,4014,1231445909
43,356,1231445934
43,1704,1231445953
43,1291,1231445959
43,28,1231445989
43,318,1231446101
43,2918,1231446107
43,3578,1231446112
43,232,1231446187
43,30749,1231446193
43,1278,1231446232
43,8970,1231446329
43,6218,1231446339
43,6942,1231446344
43,62293,1231446390
43,3079,1231446447
43,8943,1231446493
43,4246,1231446512
43,7155,1231446517
43,613,1231446583
43,41571,1231446586
43,4308,1239308750
43,2959,1239308803
43,1198,1239308806
43,6377,1239308808
43,260,1239308820
43,7438,1239308822
43,3793,1239308837
43,296,1239308843
43,6874,1239308878
43,150,1239308880
43,6711,1239308892
43,44191,1239308895
43,6539,1239308913
43,6333,1239308915
43,780,1239308917
43,4306,1239308922
43,7361,1239308927
43,5418,1239308930
43,648,1239308937
43,1923,1239308955
43,32587,1239308962
43,2571,1239308964
43,60069,1239308972
43,595,1239308981
43,2396,1239309011
43,5816,1239309016
50,7438,1181644394
50,6711,1181644397
50,372,1181644438
50,2145,1181644500
50,1635,1181644519
50,1354,1181644590
50,6104,1181644750
50,27266,1181644998
50,910,1181646278
50,3863,1181646325
50,1282,1181646464
50,3148,1182347558
50,308,1182347603
50,2976,1182347646
50,6874,1182347860
50,7365,1182347877
50,1884,1182347920
50,48043,1182348173
50,48394,1182348190
50,296,1182348326
50,2959,1182348330
50,47,1182348347
50,2291,1182348358
50,1279,1182348393
50,5878,1182348521
50,7361,1182348559
50,3949,1182348568
50,48516,1182348571
50,8638,1182348573
50,7147,1182348695
50,27721,1182348731
50,36529,1182348755
50,30707,1182348759
50,8983,1182348778
50,30810,1182348782
50,2843,1182348814
50,1259,1182348835
50,33166,1182348899
50,1246,1182348993
50,356,1182349043
50,593,1182349047
50,318,1182349053
50,150,1182349064
50,590,1182349067
50,589,1182349075
50,32,1182349090
50,608,1182349093
50,1270,1182349120
50,2858,1182349131
50,2571,1182349136
50,1097,1182349156
50,1721,1182349165
50,539,1182349170
50,357,1182349181
50,39,1182349203
50,1193,1182349211
50,1136,1182349214
50,3578,1182349239
50,2997,1182349255
50,1527,1182349262
50,912,1182349274
50,3996,1182349290
50,924,1182349293
50,1584,1182349324
50,1208,1182349334
50,31658,1182349388
50,4973,1182677383
50,2019,1182677414
50,4235,1182677428
50,5618,1182677455
50,2762,1182677729
50,541,1182677784
50,4306,1182677811
50,5952,1182677844
50,1387,1182677910
50,1206,1182677934
50,2174,1182677968
50,1080,1182677979
50,551,1182677995
50,7153,1182678020
50,1183,1182678038
50,923,1182678075
50,4886,1182678083
50,1391,1182678110
50,497,1182678132
50,6539,1182678186
50,2692,1182678232
58,296,1144058341
58,356,1144058356
58,480,1144058365
58,318,1144058377
58,590,1144058385
58,110,1144058392
58,380,1144058402
58,1,1144058408
58,527,1144058427
58,32,1144058437
58,2858,1144058470
58,2028,1144058475
58,34,1144058484
58,500,1144058499
58,736,1144058504
58,231,1144058511
58,1097,1144058525
58,357,1144058528
58,367,1144058541
58,1265,1144058556
58,36,1144058563
58,1580,1144058570
58,1721,1144058584
58,1136,1144058599
58,1193,1144058603
58,2396,1144058607
58,6,1144058615
58,300,1144058618
58,2959,1144058635
58,2997,1144058638
58,223,1144058646
58,1704,1144058652
58,1961,1144058656
58,11,1144058674
58,1393,1144058677
58,1527,1144058682
58,440,1144058686
58,1213,1144058694
58,474,1144058705
58,4993,1144058708
58,1784,1144058713
58,1923,1144058717
58,2683,1144058724
58,3114,1144058757
58,1259,1144058768
58,508,1144058778
58,509,1144058782
58,1517,1144058792
58,1208,1144058806
58,750,1144058810
58,1225,1144058818
58,551,1144058825
58,1101,1144058844
58,266,1144058849
58,5952,1144058866
58,235,1144058872
58,337,1144058876
58,2797,1144058882
58,2174,1144058885
58,317,1144058893
58,2791,1144058904
58,1682,1144058909
58,553,1144058934
58,2291,1144058968
58,923,1144058970
58,1641,1144058978
58,832,1144058991
58,1485,1144058997
58,1391,1144059048
58,4226,1144059058
58,1394,1144059061
58,1247,1144059064
58,1653,1144059070
58,2000,1144059078
58,2640,1144059083
58,555,1144059103
58,1288,1144059106
58,3751,1144059112
58,5445,1144059119
58,151,1144059123
58,2406,1144059129
58,3408,1144059149
58,1358,1144059180
58,5060,1144059184
58,1094,1144059190
58,265,1144059194
58,1639,1144059197
58,2302,1144059202
58,802,1144059218
58,1234,1144059241
58,7153,1144059244
58,1396,1144059247
58,1608,1144059251
58,1625,1144059255
58,1544,1144059266
58,172,1144059278
58,1266,1144059295
58,953,1144059298
58,5349,1144059303
58,342,1144059309
58,552,1144059322
58,1148,1144059353
58,1207,1144059357
58,3175,1144059367
58,805,1144059371
58,2321,1144059392
58,1320,1144059398
58,1250,1144059414
58,246,1144059417
58,852,1144059427
58,2985,1144059430
58,1408,1144059435
58,2804,1144059447
58,1199,1144059452
58,2329,1144059457
58,1242,1144059461
58,1302,1144059472
58,6539,1144059502
58,3253,1144059510
58,1909,1144059516
58,45,1144059550
58,785,1144059556
58,2470,1144059561
58,1276,1144059575
58,1084,1144059578
58,969,1144059581
58,2542,1144059586
58,1285,1144059595
58,1275,1144059602
58,3994,1144059616
58,661,1144059619
58,2770,1144059622
58,1747,1144059641
58,2023,1144059653
58,2407,1144059663
58,1088,1144059667
58,348,1144059684
58,224,1144059692
58,1263,1144059725
58,5418,1144059739
58,1729,1144059742
58,1262,1144059784
58,2289,1144059787
58,6874,1144059794
58,3072,1144059804
58,4246,1144059809
58,3255,1144059816
58,6365,1144059820
58,1339,1144059827
58,800,1144059836
58,2248,1144059843
58,1172,1144059873
58,2278,1144059877
58,1357,1144059880
58,4308,1144059893
58,2161,1144059900
58,2193,1144059904
58,468,1144059908
58,1203,1144059922
58,1228,1144059925
58,1231,1144059932
58,2150,1144059938
58,3006,1144059965
58,247,1144059969
58,2968,1144059974
58,3256,1144059986
58,6711,1144060005
58,431,1144060014
58,2108,1144060024
58,4014,1144060028
58,1479,1144060038
58,2021,1144060045
58,7361,1144060056
58,1272,1144060059
58,5299,1144060071
58,2746,1144060075
58,4370,1144060079
58,455,1144060092
58,1299,1144060103
58,2020,1144060106
58,1244,1144060108
58,3552,1144060115
58,3108,1144060122
58,1962,1144060125
58,2076,1144060146
58,7438,1144060152
58,8636,1144060157
58,3702,1144060160
58,1921,1144060203
58,2352,1144060207
58,2908,1144060225
58,5010,1144060232
58,194,1144060258
58,4720,1144060263
58,3361,1144060272
58,531,1144060275
58,2243,1144060281
58,1296,1144060286
58,3107,1144060292
58,162,1144060307
58,1093,1144060328
58,2420,1144060332
58,1960,1144060352
58,3386,1144060401
58,2944,1144060409
58,1292,1144060412
58,3317,1144060460
58,1965,1144060468
58,1957,1144060474
58,4447,1144060487
58,994,1144060516
58,2501,1144060520
58,5679,1144060523
58,1586,1144060531
58,5902,1144060547
58,5464,1144060555
58,4848,1144060560
58,3535,1144060569
58,3252,1144060589
58,2369,1144060607
58,1095,1144060624
58,1175,1144060629
58,1104,1144060632
58,4002,1144060638
58,1020,1144060663
58,1449,1144060674
58,4262,1144060679
58,361,1144060695
